,Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,Smiles,Standard Value,Standard Units,pChEMBL Value
177,CHEMBL182695,,392.85,1,Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,6.026,nM,8.22
178,CHEMBL363574,,447.41,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccc(F)c(F)c2CS3)cc1,6.026,nM,8.22
179,CHEMBL363270,,422.88,0,CN(C)c1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,6.026,nM,8.22
180,CHEMBL259468,,416.57,0,CCN(CC)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,6.1,nM,8.21
181,CHEMBL3576979,,586.63,1,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c3ccccc32)cc1,6.3,nM,8.2
182,CHEMBL526370,,364.43,0,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(O)cc2)cc1,6.44,nM,8.19
183,CHEMBL29583,,397.38,0,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,6.7,nM,8.17
184,CHEMBL1950016,,346.75,0,Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,6.77,nM,8.17
185,CHEMBL365622,,358.41,1,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1,6.918,nM,8.16
186,CHEMBL88286,,376.88,1,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CC3(CC3)C2)cc1,7.0,nM,8.15
187,CHEMBL26829,,562.45,2,COc1ccc2c(c1)c(Cc1nc(-c3ccc([N+](=O)[O-])cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,7.0,nM,8.15
188,CHEMBL1630251,,334.72,0,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,7.0,nM,8.15
189,CHEMBL293771,,358.41,1,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,7.0,nM,8.15
190,CHEMBL1939671,,490.51,0,Cc1c(CC(=O)OCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,7.0,nM,8.15
191,CHEMBL46584,,446.25,0,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Br)c2)cc1,7.0,nM,8.15
192,CHEMBL173724,,522.60,1,CN1C(O)=C(C(=O)Nc2ccc(Br)cc2Br)c2cc(Cl)ccc2S1(=O)=O,7.0,nM,8.15
193,CHEMBL265562,,317.39,0,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,7.0,nM,8.15
194,CHEMBL320784,,360.91,1,CC1(C)CC(c2ccc(Cl)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,7.0,nM,8.15
195,CHEMBL28220,,551.89,2,COc1ccc2c(c1)c(Cc1nc(-c3ccc(Cl)cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,7.0,nM,8.15
196,CHEMBL115752,,368.79,0,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2F)cc1,7.0,nM,8.15
197,CHEMBL4849659,,445.52,0,COc1ccc(N2CCN(CCc3c(C)nc4oc(-c5ccccc5)nn4c3=O)CC2)cc1,7.0,nM,8.15
198,CHEMBL16516,,530.48,2,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccc(Br)cc3)nc2-c2ccc(F)cc2)cc1,7.0,nM,8.15
199,CHEMBL116016,,431.73,0,COc1c(Cl)cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,7.0,nM,8.15
200,CHEMBL404108,LUMIRACOXIB,293.73,0,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,7.0,nM,8.15
201,CHEMBL327150,,411.31,0,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,7.0,nM,8.15
202,CHEMBL117917,,412.30,0,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,7.0,nM,8.15
203,CHEMBL275120,,308.42,0,CC(C)(C)c1cc(C(=O)c2ccccc2)cc2c1OCC2(C)C,7.0,nM,8.15
204,CHEMBL77714,,367.40,0,NS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1,7.0,nM,8.15
205,CHEMBL282015,,523.06,2,COc1ccc2c(c1)c(Cc1nc(-c3ccc4ccccc4c3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,7.0,nM,8.15
206,CHEMBL462911,,338.56,1,CC(C)(C)c1cc(-c2cc(=S)ss2)cc(C(C)(C)C)c1O,7.2,nM,8.14
207,CHEMBL561086,,411.38,0,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(Nc3ccc(F)cc3)n2)cc1,7.2,nM,8.14
208,CHEMBL271348,,429.57,0,CS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(OC3CCCC3)n2)cc1,7.5,nM,8.12
209,CHEMBL364598,,421.90,1,CN(C)c1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,7.943,nM,8.1
210,CHEMBL29839,,397.38,0,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.943,nM,8.1
211,CHEMBL299806,,421.90,1,CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,7.943,nM,8.1
212,CHEMBL298269,,401.80,0,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1,7.943,nM,8.1
213,CHEMBL1630253,,366.79,0,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,8.0,nM,8.1
214,CHEMBL173072,,399.25,0,CN1C(O)=C(C(=O)Nc2ccccc2Cl)c2cc(Cl)ccc2S1(=O)=O,8.0,nM,8.1
215,CHEMBL3309445,,427.40,0,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCCO3)cc1,8.0,nM,8.1
216,CHEMBL24407,,551.89,2,COc1ccc2c(c1)c(Cc1nc(-c3cccc(Br)c3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,8.0,nM,8.1
217,CHEMBL196041,,346.38,0,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CCF)cc1,8.0,nM,8.1
218,CHEMBL4084676,,449.11,1,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@@H]1C(F)(F)F,8.0,nM,8.1
219,CHEMBL116683,,381.82,0,COc1cc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)ccc1F,8.0,nM,8.1
220,CHEMBL117295,,397.28,0,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,8.0,nM,8.1
221,CHEMBL316823,,333.41,0,NS(=O)(=O)c1ccc(-c2cscc2-c2ccc(F)cc2)cc1,8.0,nM,8.1
222,CHEMBL499041,,427.32,0,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1,8.356,nM,8.08
223,CHEMBL111095,,363.87,0,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,8.913,nM,8.05
224,CHEMBL365769,,459.45,0,COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,8.913,nM,8.05
225,CHEMBL321643,,398.31,0,COc1c(Cl)cc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,8.913,nM,8.05
226,CHEMBL328009,,459.45,0,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,8.999,nM,8.05
227,CHEMBL174777,,433.70,0,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2Cl)c2cc(Cl)ccc2S1(=O)=O,9.0,nM,8.05
228,CHEMBL23808,,364.82,0,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)C(=O)CC2)cc1,9.0,nM,8.05
229,CHEMBL118064,,333.80,0,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2)cc1,9.0,nM,8.05
230,CHEMBL276324,,509.41,2,NS(=O)(=O)c1ccc(-c2sc(COc3cc(Cl)cc(Cl)c3)nc2-c2ccc(F)cc2)cc1,9.0,nM,8.05
231,CHEMBL97874,,363.44,0,COc1ccc(-c2cscc2-c2ccc(S(N)(=O)=O)cc2)cc1F,9.0,nM,8.05
232,CHEMBL283178,,413.45,0,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,9.0,nM,8.05
233,CHEMBL3355612,,357.15,0,[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Br)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,9.0,nM,8.05
234,CHEMBL325894,,374.85,0,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)CCO3)cc1,9.0,nM,8.05
235,CHEMBL405564,,345.45,0,CS(=O)(=O)c1ccc(-c2nccc(NCc3cccs3)n2)cc1,9.2,nM,8.04
236,CHEMBL4871081,,454.29,0,Cc1ccc(-c2cc(C)n(S(=O)(=O)Oc3ccc(I)cc3)n2)cc1,9.2,nM,8.04
237,CHEMBL29887,,411.40,0,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,9.3,nM,8.03
238,CHEMBL1235806,,446.25,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,9.3,nM,8.03
239,CHEMBL1230348,,313.06,0,O=C(O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F,9.8,nM,8.01
240,CHEMBL271104,,387.53,0,CC(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,9.8,nM,8.01
241,CHEMBL1950009,,312.30,0,Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1,9.81,nM,8.01
242,CHEMBL433428,,383.81,0,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(Cl)cc2)cc1,10.0,nM,8.0
243,CHEMBL29840,,393.25,0,N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,10.0,nM,8.0
244,CHEMBL46623,,385.34,0,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,10.0,nM,8.0
245,CHEMBL29257,,385.34,0,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,10.0,nM,8.0
246,CHEMBL4785934,,399.45,0,NS(=O)(=O)c1ccc(-n2nc(C(=O)O)cc2-c2cc3ccccc3s2)cc1,10.0,nM,8.0
247,CHEMBL185420,,396.82,1,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(Cl)c2)cc1,10.0,nM,8.0
248,CHEMBL525020,,416.33,1,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2Cl)cc1,10.0,nM,8.0
249,CHEMBL88550,,372.46,0,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1F,10.0,nM,8.0
250,CHEMBL563,FLURBIPROFEN,244.26,0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,10.0,nM,8.0
251,CHEMBL51434,,332.35,0,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1,10.0,nM,8.0
252,CHEMBL4074716,,370.22,1,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2O[C@@H]1C(F)(F)F,10.0,nM,8.0
253,CHEMBL111597,,367.30,1,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CCC2)cc1,10.0,nM,8.0
254,CHEMBL45192,,401.80,0,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(Cl)cc2)cc1,10.0,nM,8.0
255,CHEMBL111786,,351.83,0,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CCC2)cc1,10.0,nM,8.0
256,CHEMBL110401,,394.39,0,CC1(C)OC(=O)C(Oc2ccc(F)c(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,10.0,nM,8.0
257,CHEMBL42674,,447.89,0,CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,10.0,nM,8.0
258,CHEMBL158316,,355.44,0,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,10.0,nM,8.0
259,CHEMBL154373,,260.72,0,Cc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1,10.0,nM,8.0
260,CHEMBL279552,,443.95,1,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2F)cc1,10.0,nM,8.0
261,CHEMBL325804,,392.86,0,CC1(C)OC(=O)C(Oc2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1,10.0,nM,8.0
262,CHEMBL144728,,412.33,0,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Br)cc1)C(=O)CC2,10.0,nM,8.0
263,CHEMBL148153,,402.32,0,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Cl)cc1Cl)C(=O)CC2,10.0,nM,8.0
264,CHEMBL443993,,425.96,1,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2)cc1,10.0,nM,8.0
265,CHEMBL417204,,375.49,0,CC(C)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,10.0,nM,8.0
266,CHEMBL271614,,402.55,0,CC(C)Nc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,10.3,nM,7.99
267,CHEMBL270305,,373.87,0,CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3ccccc3)n2)cc1,10.9,nM,7.96
268,CHEMBL115410,,378.91,0,CSc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,11.0,nM,7.96
269,CHEMBL80047,,364.44,0,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)c3ccccc3C2)cc1,11.0,nM,7.96
270,CHEMBL333651,,362.84,0,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,11.0,nM,7.96
271,CHEMBL560887,,407.42,0,Cc1ccc(Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)cc1,11.0,nM,7.96
272,CHEMBL348115,,397.53,0,CC(C)c1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,11.0,nM,7.96
273,CHEMBL23649,,328.39,0,CS(=O)(=O)c1ccc(C2=C(Oc3ccccc3)C(=O)CC2)cc1,11.0,nM,7.96
274,CHEMBL23170,,312.39,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)CC2)cc1,11.0,nM,7.96
275,CHEMBL4533150,,364.44,0,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)Cc3ccccc32)cc1,11.0,nM,7.96
276,CHEMBL326291,,381.28,0,Cc1cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,11.0,nM,7.96
277,CHEMBL509,MECLOFENAMIC ACID,296.15,0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,11.0,nM,7.96
278,CHEMBL269818,,427.47,0,Cc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)s1,11.7,nM,7.93
279,CHEMBL550069,,424.54,1,CS(=O)(=O)c1ccc(-c2cnc(CC3CCCCC3)nc2-c2ccc(F)cc2)cc1,12.0,nM,7.92
280,CHEMBL416126,,388.39,0,CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1,12.0,nM,7.92
281,CHEMBL283660,,490.99,1,COc1ccc2c(c1)c(Cc1nc(-c3ccc(F)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,12.0,nM,7.92
282,CHEMBL358609,,368.48,0,Cc1cn2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)nc2s1,12.0,nM,7.92
283,CHEMBL29472,,452.28,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)s2)cc1,12.0,nM,7.92
284,CHEMBL282415,,517.99,2,COc1ccc2c(c1)c(Cc1nc(-c3ccc([N+](=O)[O-])cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,12.0,nM,7.92
285,CHEMBL331921,,395.46,0,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1C,12.0,nM,7.92
286,CHEMBL90988,,352.46,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C23CCCC3)cc1,12.0,nM,7.92
287,CHEMBL38368,,334.42,0,Cc1nc(-c2ccc(C)s2)c(-c2ccc(S(N)(=O)=O)cc2)o1,12.0,nM,7.92
288,CHEMBL120608,,381.43,0,Cc1ccnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn12,12.0,nM,7.92
289,CHEMBL423576,,390.44,0,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)c(F)c3)nc3sccn23)cc1,12.0,nM,7.92
290,CHEMBL183515,,388.39,0,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1,12.02,nM,7.92
291,CHEMBL281975,,363.39,0,Cc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,12.88,nM,7.89
292,CHEMBL184122,,409.84,0,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,12.88,nM,7.89
293,CHEMBL418448,,388.44,1,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,12.88,nM,7.89
294,CHEMBL319512,,441.46,0,COc1ccc2c(c1)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,12.88,nM,7.89
295,CHEMBL417748,,392.85,1,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,12.88,nM,7.89
296,CHEMBL182820,,393.39,0,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1F,12.88,nM,7.89
297,CHEMBL362137,,392.85,1,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,12.88,nM,7.89
298,CHEMBL55072,,393.39,0,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1F,12.88,nM,7.89
299,CHEMBL184498,,388.44,1,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C,12.88,nM,7.89
300,CHEMBL55348,,409.84,0,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,12.88,nM,7.89
301,CHEMBL3290441,,500.64,2,COc1cc(/C=C/c2cc(/C=C/c3cc(CC=C(C)C)c(O)c(OC)c3)[nH]n2)cc(CC=C(C)C)c1O,13.0,nM,7.89
302,CHEMBL155927,,441.43,0,CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2cccc(F)c2)cc1,13.0,nM,7.89
303,CHEMBL118081,,376.87,0,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1C,13.0,nM,7.89
304,CHEMBL186709,,440.55,0,CCOc1ccc(-c2nn3nc(SC)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,13.0,nM,7.89
305,CHEMBL17739,,444.94,1,NS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2)cc1,13.0,nM,7.89
306,CHEMBL43461,,370.48,0,CCc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,13.0,nM,7.89
307,CHEMBL27875,,507.44,2,COc1ccc2c(c1)c(Cc1nc(-c3ccc(Cl)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,14.0,nM,7.85
308,CHEMBL3342574,,343.12,0,[3H]C([3H])([3H])c1cc(Br)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2,14.0,nM,7.85
309,CHEMBL4470517,,332.77,0,Cc1ccc(Nc2c(F)cccc2Cl)c(CNc2nnn[nH]2)c1,14.0,nM,7.85
310,CHEMBL1221731,,390.55,1,CCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,14.0,nM,7.85
311,CHEMBL282924,,381.28,0,CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)CC2)cc1,14.0,nM,7.85
312,CHEMBL4176074,,317.75,0,Cc1ccc(Nc2c(F)cccc2Cl)c(Cc2nnn[nH]2)c1,14.0,nM,7.85
313,CHEMBL148976,,372.45,0,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nc3sccn23)cc1,14.0,nM,7.85
314,CHEMBL442164,,362.37,0,CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1,14.0,nM,7.85
315,CHEMBL279249,,348.37,0,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)CC2)cc1,14.0,nM,7.85
316,CHEMBL3104559,,444.53,0,Cc1c(CC(=O)NCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,14.0,nM,7.85
317,CHEMBL23245,,330.38,0,CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)CC2)cc1,14.0,nM,7.85
318,CHEMBL23378,,368.48,0,CS(=O)(=O)c1ccc(C2=C(c3cc4ccccc4s3)C(=O)CC2)cc1,14.0,nM,7.85
319,CHEMBL418859,,350.80,0,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2)cc1,14.0,nM,7.85
320,CHEMBL43511,,316.36,0,NS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,14.0,nM,7.85
321,CHEMBL104009,,288.32,0,CCOc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,14.0,nM,7.85
322,CHEMBL1290802,,342.19,0,Cc1cc(OC(F)(F)F)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2,14.0,nM,7.85
323,CHEMBL114783,,350.80,0,CS(=O)(=O)c1ccc(-c2cnc(Cl)n2-c2ccc(F)cc2)cc1,14.0,nM,7.85
324,CHEMBL2337402,,462.50,0,Cc1c(CCOCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,14.0,nM,7.85
325,CHEMBL183088,,362.37,0,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,14.13,nM,7.85
326,CHEMBL409468,,398.37,0,NS(=O)(=O)c1ccc(-c2nc(NCc3ccco3)cc(C(F)(F)F)n2)cc1,14.4,nM,7.84
327,CHEMBL29717,,436.24,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1,15.0,nM,7.82
328,CHEMBL2337404,,458.54,0,Cc1c(CCOCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,15.0,nM,7.82
329,CHEMBL13920,,298.43,0,C#CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,15.0,nM,7.82
330,CHEMBL24009,,348.37,0,CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1,15.0,nM,7.82
331,CHEMBL89578,,344.45,0,CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,15.0,nM,7.82
332,CHEMBL3309446,,413.38,0,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCO3)cc1,15.0,nM,7.82
333,CHEMBL117528,,380.83,0,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,15.0,nM,7.82
334,CHEMBL282085,,379.39,0,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,15.0,nM,7.82
335,CHEMBL328837,,411.32,1,CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,15.0,nM,7.82
336,CHEMBL156399,,383.50,0,CCc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,15.0,nM,7.82
337,CHEMBL1957450,,394.45,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,15.0,nM,7.82
338,CHEMBL23175,,364.82,0,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(F)c3)C(=O)CC2)cc1,15.0,nM,7.82
339,CHEMBL326097,,376.87,0,COc1cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)ccc1C,15.0,nM,7.82
340,CHEMBL56367,NIMESULIDE,308.31,0,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,15.0,nM,7.82
341,CHEMBL4874336,,479.97,0,COc1ccc(N2CCN(CCc3c(C)nc4oc(-c5ccc(Cl)cc5)nn4c3=O)CC2)cc1,15.0,nM,7.82
342,CHEMBL332028,,326.47,1,CC(C)(C)c1cc(-c2cn3ccsc3n2)cc2c1OCC2(C)C,15.0,nM,7.82
343,CHEMBL442706,,464.49,0,NS(=O)(=O)c1ccc(-c2nc(NCc3cc4ccccc4s3)cc(C(F)(F)F)n2)cc1,15.2,nM,7.82
344,CHEMBL4442101,,212.25,0,Cc1cccc(/C=C/c2ccc(=O)[nH]n2)c1,15.56,nM,7.81
345,CHEMBL1950013,,322.36,0,CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,15.7,nM,7.8
346,CHEMBL195825,,443.45,0,Cc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,15.85,nM,7.8
347,CHEMBL111427,,347.41,0,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1F,15.85,nM,7.8
348,CHEMBL29439,,396.39,0,CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,15.85,nM,7.8
349,CHEMBL146742,,354.46,0,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nc3sccn23)cc1,16.0,nM,7.8
350,CHEMBL94494,,443.45,0,Cc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,16.0,nM,7.8
